rf_code,codepoints,name,group,subgroup,order,joypixels_file,status,reason
,1F351,peach,Food & Drink,food-fruit,2601,1f351.png,candidate,
,1F352,cherries,Food & Drink,food-fruit,2602,1f352.png,candidate,
,1F353,strawberry,Food & Drink,food-fruit,2603,1f353.png,candidate,
,1FAD0,blueberries,Food & Drink,food-fruit,2604,1fad0.png,candidate,
,1F95D,kiwi fruit,Food & Drink,food-fruit,2605,1f95d.png,candidate,
,1F345,tomato,Food & Drink,food-fruit,2606,1f345.png,candidate,
,1FAD2,olive,Food & Drink,food-fruit,2607,1fad2.png,candidate,
,1F965,coconut,Food & Drink,food-fruit,2608,1f965.png,candidate,
,1F951,avocado,Food & Drink,food-vegetable,2609,1f951.png,candidate,
,1F346,eggplant,Food & Drink,food-vegetable,2610,1f346.png,candidate,
,1F954,potato,Food & Drink,food-vegetable,2611,1f954.png,candidate,
,1F955,carrot,Food & Drink,food-vegetable,2612,1f955.png,candidate,
,1F33D,ear of corn,Food & Drink,food-vegetable,2613,1f33d.png,candidate,
,1F336 FE0F,hot pepper,Food & Drink,food-vegetable,2614,1f336.png,candidate,
,1FAD1,bell pepper,Food & Drink,food-vegetable,2615,1fad1.png,candidate,
,1F952,cucumber,Food & Drink,food-vegetable,2616,1f952.png,candidate,
,1F96C,leafy green,Food & Drink,food-vegetable,2617,1f96c.png,candidate,
,1F966,broccoli,Food & Drink,food-vegetable,2618,1f966.png,candidate,
,1F9C4,garlic,Food & Drink,food-vegetable,2619,1f9c4.png,candidate,
,1F9C5,onion,Food & Drink,food-vegetable,2620,1f9c5.png,candidate,
,1F95C,peanuts,Food & Drink,food-vegetable,2621,1f95c.png,candidate,
,1FAD8,beans,Food & Drink,food-vegetable,2622,1fad8.png,candidate,
,1F330,chestnut,Food & Drink,food-vegetable,2623,1f330.png,candidate,
,1FADA,ginger root,Food & Drink,food-vegetable,2624,1fada.png,candidate,
,1FADB,pea pod,Food & Drink,food-vegetable,2625,1fadb.png,candidate,
,1F344 200D 1F7EB,brown mushroom,Food & Drink,food-vegetable,2626,1f344-1f7eb.png,excluded,zwj_sequence
,1FADC,root vegetable,Food & Drink,food-vegetable,2627,1fadc.png,candidate,
,1F35E,bread,Food & Drink,food-prepared,2628,1f35e.png,candidate,
,1F950,croissant,Food & Drink,food-prepared,2629,1f950.png,candidate,
,1F956,baguette bread,Food & Drink,food-prepared,2630,1f956.png,candidate,
,1FAD3,flatbread,Food & Drink,food-prepared,2631,1fad3.png,candidate,
,1F968,pretzel,Food & Drink,food-prepared,2632,1f968.png,candidate,
,1F96F,bagel,Food & Drink,food-prepared,2633,1f96f.png,candidate,
,1F95E,pancakes,Food & Drink,food-prepared,2634,1f95e.png,candidate,
,1F9C7,waffle,Food & Drink,food-prepared,2635,1f9c7.png,candidate,
,1F9C0,cheese wedge,Food & Drink,food-prepared,2636,1f9c0.png,candidate,
,1F356,meat on bone,Food & Drink,food-prepared,2637,1f356.png,candidate,
,1F357,poultry leg,Food & Drink,food-prepared,2638,1f357.png,candidate,
,1F969,cut of meat,Food & Drink,food-prepared,2639,1f969.png,candidate,
,1F953,bacon,Food & Drink,food-prepared,2640,1f953.png,candidate,
,1F354,hamburger,Food & Drink,food-prepared,2641,1f354.png,candidate,
,1F35F,french fries,Food & Drink,food-prepared,2642,1f35f.png,candidate,
,1F355,pizza,Food & Drink,food-prepared,2643,1f355.png,candidate,
,1F32D,hot dog,Food & Drink,food-prepared,2644,1f32d.png,candidate,
,1F96A,sandwich,Food & Drink,food-prepared,2645,1f96a.png,candidate,
,1F32E,taco,Food & Drink,food-prepared,2646,1f32e.png,candidate,
,1F32F,burrito,Food & Drink,food-prepared,2647,1f32f.png,candidate,
,1FAD4,tamale,Food & Drink,food-prepared,2648,1fad4.png,excluded,appearance_variant
,1F959,stuffed flatbread,Food & Drink,food-prepared,2649,1f959.png,candidate,
,1F9C6,falafel,Food & Drink,food-prepared,2650,1f9c6.png,candidate,
,1F95A,egg,Food & Drink,food-prepared,2651,1f95a.png,candidate,
,1F373,cooking,Food & Drink,food-prepared,2652,1f373.png,candidate,
,1F958,shallow pan of food,Food & Drink,food-prepared,2653,1f958.png,candidate,
,1F372,pot of food,Food & Drink,food-prepared,2654,1f372.png,candidate,
,1FAD5,fondue,Food & Drink,food-prepared,2655,1fad5.png,candidate,
,1F963,bowl with spoon,Food & Drink,food-prepared,2656,1f963.png,candidate,
,1F957,green salad,Food & Drink,food-prepared,2657,1f957.png,candidate,
,1F37F,popcorn,Food & Drink,food-prepared,2658,1f37f.png,candidate,
,1F9C8,butter,Food & Drink,food-prepared,2659,1f9c8.png,candidate,
,1F9C2,salt,Food & Drink,food-prepared,2660,1f9c2.png,candidate,
,1F96B,canned food,Food & Drink,food-prepared,2661,1f96b.png,candidate,
,1F371,bento box,Food & Drink,food-asian,2662,1f371.png,candidate,
,1F358,rice cracker,Food & Drink,food-asian,2663,1f358.png,excluded,cultural
,1F359,rice ball,Food & Drink,food-asian,2664,1f359.png,excluded,cultural
,1F35A,cooked rice,Food & Drink,food-asian,2665,1f35a.png,candidate,
,1F35B,curry rice,Food & Drink,food-asian,2666,1f35b.png,excluded,cultural
,1F35C,steaming bowl,Food & Drink,food-asian,2667,1f35c.png,candidate,
,1F35D,spaghetti,Food & Drink,food-asian,2668,1f35d.png,candidate,
,1F360,roasted sweet potato,Food & Drink,food-asian,2669,1f360.png,candidate,
,1F362,oden,Food & Drink,food-asian,2670,1f362.png,excluded,cultural
,1F363,sushi,Food & Drink,food-asian,2671,1f363.png,candidate,
,1F364,fried shrimp,Food & Drink,food-asian,2672,1f364.png,candidate,
,1F365,fish cake with swirl,Food & Drink,food-asian,2673,1f365.png,excluded,cultural
,1F96E,moon cake,Food & Drink,food-asian,2674,1f96e.png,excluded,cultural
,1F361,dango,Food & Drink,food-asian,2675,1f361.png,excluded,cultural
,1F95F,dumpling,Food & Drink,food-asian,2676,1f95f.png,candidate,
,1F960,fortune cookie,Food & Drink,food-asian,2677,1f960.png,candidate,
,1F961,takeout box,Food & Drink,food-asian,2678,1f961.png,candidate,
,1F366,soft ice cream,Food & Drink,food-sweet,2679,1f366.png,candidate,
,1F367,shaved ice,Food & Drink,food-sweet,2680,1f367.png,candidate,
,1F368,ice cream,Food & Drink,food-sweet,2681,1f368.png,candidate,
,1F369,doughnut,Food & Drink,food-sweet,2682,1f369.png,candidate,
,1F36A,cookie,Food & Drink,food-sweet,2683,1f36a.png,candidate,
,1F382,birthday cake,Food & Drink,food-sweet,2684,1f382.png,candidate,
,1F370,shortcake,Food & Drink,food-sweet,2685,1f370.png,candidate,
,1F9C1,cupcake,Food & Drink,food-sweet,2686,1f9c1.png,candidate,
,1F967,pie,Food & Drink,food-sweet,2687,1f967.png,candidate,
,1F36B,chocolate bar,Food & Drink,food-sweet,2688,1f36b.png,candidate,
,1F36C,candy,Food & Drink,food-sweet,2689,1f36c.png,candidate,
,1F36D,lollipop,Food & Drink,food-sweet,2690,1f36d.png,candidate,
,1F36E,custard,Food & Drink,food-sweet,2691,1f36e.png,candidate,
,1F36F,honey pot,Food & Drink,food-sweet,2692,1f36f.png,candidate,
,1F37C,baby bottle,Food & Drink,drink,2693,1f37c.png,candidate,
,1F95B,glass of milk,Food & Drink,drink,2694,1f95b.png,candidate,
,2615,hot beverage,Food & Drink,drink,2695,2615.png,candidate,
,1FAD6,teapot,Food & Drink,drink,2696,1fad6.png,candidate,
,1F375,teacup without handle,Food & Drink,drink,2697,1f375.png,candidate,
,1F376,sake,Food & Drink,drink,2698,1f376.png,candidate,
,1F37E,bottle with popping cork,Food & Drink,drink,2699,1f37e.png,candidate,
,1F377,wine glass,Food & Drink,drink,2700,1f377.png,candidate,
,1F378,cocktail glass,Food & Drink,drink,2701,1f378.png,candidate,
,1F379,tropical drink,Food & Drink,drink,2702,1f379.png,excluded,appearance_variant
,1F37A,beer mug,Food & Drink,drink,2703,1f37a.png,candidate,
,1F37B,clinking beer mugs,Food & Drink,drink,2704,1f37b.png,candidate,
,1F942,clinking glasses,Food & Drink,drink,2705,1f942.png,candidate,
,1F943,tumbler glass,Food & Drink,drink,2706,1f943.png,candidate,
,1FAD7,pouring liquid,Food & Drink,drink,2707,1fad7.png,candidate,
,1F964,cup with straw,Food & Drink,drink,2708,1f964.png,candidate,
,1F9CB,bubble tea,Food & Drink,drink,2709,1f9cb.png,candidate,
,1F9C3,beverage box,Food & Drink,drink,2710,1f9c3.png,candidate,
,1F9C9,mate,Food & Drink,drink,2711,1f9c9.png,candidate,
,1F9CA,ice,Food & Drink,drink,2712,1f9ca.png,candidate,
,1F962,chopsticks,Food & Drink,dishware,2713,1f962.png,candidate,
,1F37D FE0F,fork and knife with plate,Food & Drink,dishware,2714,1f37d.png,candidate,
,1F374,fork and knife,Food & Drink,dishware,2715,1f374.png,candidate,
,1F944,spoon,Food & Drink,dishware,2716,1f944.png,candidate,
,1F52A,kitchen knife,Food & Drink,dishware,2717,1f52a.png,candidate,
,1FAD9,jar,Food & Drink,dishware,2718,1fad9.png,candidate,
,1F3FA,amphora,Food & Drink,dishware,2719,1f3fa.png,candidate,
,1F30D,globe showing Europe-Africa,Travel & Places,place-map,2720,1f30d.png,excluded,appearance_variant
,1F30E,globe showing Americas,Travel & Places,place-map,2721,1f30e.png,candidate,
,1F30F,globe showing Asia-Australia,Travel & Places,place-map,2722,1f30f.png,excluded,appearance_variant
,1F310,globe with meridians,Travel & Places,place-map,2723,1f310.png,candidate,
,1F5FA FE0F,world map,Travel & Places,place-map,2724,1f5fa.png,candidate,
,1F5FE,map of Japan,Travel & Places,place-map,2725,1f5fe.png,excluded,cultural
,1F9ED,compass,Travel & Places,place-map,2726,1f9ed.png,candidate,
,1F3D4 FE0F,snow-capped mountain,Travel & Places,place-geographic,2727,1f3d4.png,candidate,
,26F0 FE0F,mountain,Travel & Places,place-geographic,2728,26f0.png,excluded,appearance_variant
,1F30B,volcano,Travel & Places,place-geographic,2729,1f30b.png,candidate,
,1F5FB,mount fuji,Travel & Places,place-geographic,2730,1f5fb.png,excluded,cultural
,1F3D5 FE0F,camping,Travel & Places,place-geographic,2731,1f3d5.png,candidate,
,1F3D6 FE0F,beach with umbrella,Travel & Places,place-geographic,2732,1f3d6.png,candidate,
,1F3DC FE0F,desert,Travel & Places,place-geographic,2733,1f3dc.png,candidate,
,1F3DD FE0F,desert island,Travel & Places,place-geographic,2734,1f3dd.png,candidate,
,1F3DE FE0F,national park,Travel & Places,place-geographic,2735,1f3de.png,candidate,
,1F3DF FE0F,stadium,Travel & Places,place-building,2736,1f3df.png,candidate,
,1F3DB FE0F,classical building,Travel & Places,place-building,2737,1f3db.png,candidate,
,1F3D7 FE0F,building construction,Travel & Places,place-building,2738,1f3d7.png,candidate,
,1F9F1,brick,Travel & Places,place-building,2739,1f9f1.png,candidate,
,1FAA8,rock,Travel & Places,place-building,2740,1faa8.png,candidate,
,1FAB5,wood,Travel & Places,place-building,2741,1fab5.png,candidate,
,1F6D6,hut,Travel & Places,place-building,2742,1f6d6.png,candidate,
,1F3D8 FE0F,houses,Travel & Places,place-building,2743,1f3d8.png,excluded,appearance_variant
,1F3DA FE0F,derelict house,Travel & Places,place-building,2744,1f3da.png,excluded,appearance_variant
,1F3E0,house,Travel & Places,place-building,2745,1f3e0.png,candidate,
,1F3E1,house with garden,Travel & Places,place-building,2746,1f3e1.png,excluded,appearance_variant
,1F3E2,office building,Travel & Places,place-building,2747,1f3e2.png,candidate,
,1F3E3,Japanese post office,Travel & Places,place-building,2748,1f3e3.png,excluded,cultural
,1F3E4,post office,Travel & Places,place-building,2749,1f3e4.png,candidate,
,1F3E5,hospital,Travel & Places,place-building,2750,1f3e5.png,candidate,
,1F3E6,bank,Travel & Places,place-building,2751,1f3e6.png,candidate,
,1F3E8,hotel,Travel & Places,place-building,2752,1f3e8.png,candidate,
,1F3E9,love hotel,Travel & Places,place-building,2753,1f3e9.png,excluded,appearance_variant
,1F3EA,convenience store,Travel & Places,place-building,2754,1f3ea.png,candidate,
,1F3EB,school,Travel & Places,place-building,2755,1f3eb.png,candidate,
,1F3EC,department store,Travel & Places,place-building,2756,1f3ec.png,candidate,
,1F3ED,factory,Travel & Places,place-building,2757,1f3ed.png,candidate,
,1F3EF,Japanese castle,Travel & Places,place-building,2758,1f3ef.png,excluded,cultural
,1F3F0,castle,Travel & Places,place-building,2759,1f3f0.png,candidate,
,1F492,wedding,Travel & Places,place-building,2760,1f492.png,candidate,
,1F5FC,Tokyo tower,Travel & Places,place-building,2761,1f5fc.png,candidate,
,1F5FD,Statue of Liberty,Travel & Places,place-building,2762,1f5fd.png,candidate,
,26EA,church,Travel & Places,place-religious,2763,26ea.png,excluded,religion
,1F54C,mosque,Travel & Places,place-religious,2764,1f54c.png,excluded,religion
,1F6D5,hindu temple,Travel & Places,place-religious,2765,1f6d5.png,excluded,religion
,1F54D,synagogue,Travel & Places,place-religious,2766,1f54d.png,excluded,religion
,26E9 FE0F,shinto shrine,Travel & Places,place-religious,2767,26e9.png,excluded,religion
,1F54B,kaaba,Travel & Places,place-religious,2768,1f54b.png,excluded,religion
,26F2,fountain,Travel & Places,place-other,2769,26f2.png,candidate,
,26FA,tent,Travel & Places,place-other,2770,26fa.png,candidate,
,1F301,foggy,Travel & Places,place-other,2771,1f301.png,candidate,
,1F303,night with stars,Travel & Places,place-other,2772,1f303.png,candidate,
,1F3D9 FE0F,cityscape,Travel & Places,place-other,2773,1f3d9.png,candidate,
,1F304,sunrise over mountains,Travel & Places,place-other,2774,1f304.png,candidate,
,1F305,sunrise,Travel & Places,place-other,2775,1f305.png,candidate,
,1F306,cityscape at dusk,Travel & Places,place-other,2776,1f306.png,excluded,appearance_variant
,1F307,sunset,Travel & Places,place-other,2777,1f307.png,excluded,appearance_variant
,1F309,bridge at night,Travel & Places,place-other,2778,1f309.png,candidate,
,2668 FE0F,hot springs,Travel & Places,place-other,2779,2668.png,candidate,
,1F3A0,carousel horse,Travel & Places,place-other,2780,1f3a0.png,candidate,
,1F6DD,playground slide,Travel & Places,place-other,2781,1f6dd.png,candidate,
,1F3A1,ferris wheel,Travel & Places,place-other,2782,1f3a1.png,candidate,
,1F3A2,roller coaster,Travel & Places,place-other,2783,1f3a2.png,candidate,
,1F488,barber pole,Travel & Places,place-other,2784,1f488.png,candidate,
,1F3AA,circus tent,Travel & Places,place-other,2785,1f3aa.png,candidate,
,1F682,locomotive,Travel & Places,transport-ground,2786,1f682.png,candidate,
,1F683,railway car,Travel & Places,transport-ground,2787,1f683.png,candidate,
,1F684,high-speed train,Travel & Places,transport-ground,2788,1f684.png,excluded,appearance_variant
,1F685,bullet train,Travel & Places,transport-ground,2789,1f685.png,excluded,appearance_variant
,1F686,train,Travel & Places,transport-ground,2790,1f686.png,candidate,
,1F687,metro,Travel & Places,transport-ground,2791,1f687.png,excluded,appearance_variant
,1F688,light rail,Travel & Places,transport-ground,2792,1f688.png,excluded,appearance_variant
,1F689,station,Travel & Places,transport-ground,2793,1f689.png,candidate,
,1F68A,tram,Travel & Places,transport-ground,2794,1f68a.png,excluded,appearance_variant
,1F69D,monorail,Travel & Places,transport-ground,2795,1f69d.png,excluded,appearance_variant
,1F69E,mountain railway,Travel & Places,transport-ground,2796,1f69e.png,excluded,appearance_variant
,1F68B,tram car,Travel & Places,transport-ground,2797,1f68b.png,excluded,appearance_variant
,1F68C,bus,Travel & Places,transport-ground,2798,1f68c.png,candidate,
,1F68D,oncoming bus,Travel & Places,transport-ground,2799,1f68d.png,excluded,appearance_variant
,1F68E,trolleybus,Travel & Places,transport-ground,2800,1f68e.png,excluded,appearance_variant
,1F690,minibus,Travel & Places,transport-ground,2801,1f690.png,excluded,appearance_variant
,1F691,ambulance,Travel & Places,transport-ground,2802,1f691.png,candidate,
,1F692,fire engine,Travel & Places,transport-ground,2803,1f692.png,candidate,
,1F693,police car,Travel & Places,transport-ground,2804,1f693.png,candidate,
,1F694,oncoming police car,Travel & Places,transport-ground,2805,1f694.png,excluded,appearance_variant
,1F695,taxi,Travel & Places,transport-ground,2806,1f695.png,candidate,
,1F696,oncoming taxi,Travel & Places,transport-ground,2807,1f696.png,excluded,appearance_variant
,1F697,automobile,Travel & Places,transport-ground,2808,1f697.png,candidate,
,1F698,oncoming automobile,Travel & Places,transport-ground,2809,1f698.png,excluded,appearance_variant
,1F699,sport utility vehicle,Travel & Places,transport-ground,2810,1f699.png,excluded,appearance_variant
,1F6FB,pickup truck,Travel & Places,transport-ground,2811,1f6fb.png,excluded,appearance_variant
,1F69A,delivery truck,Travel & Places,transport-ground,2812,1f69a.png,candidate,
,1F69B,articulated lorry,Travel & Places,transport-ground,2813,1f69b.png,excluded,appearance_variant
,1F69C,tractor,Travel & Places,transport-ground,2814,1f69c.png,candidate,
,1F3CE FE0F,racing car,Travel & Places,transport-ground,2815,1f3ce.png,candidate,
,1F3CD FE0F,motorcycle,Travel & Places,transport-ground,2816,1f3cd.png,candidate,
,1F6F5,motor scooter,Travel & Places,transport-ground,2817,1f6f5.png,excluded,appearance_variant
,1F9BD,manual wheelchair,Travel & Places,transport-ground,2818,1f9bd.png,candidate,
,1F9BC,motorized wheelchair,Travel & Places,transport-ground,2819,1f9bc.png,excluded,appearance_variant
,1F6FA,auto rickshaw,Travel & Places,transport-ground,2820,1f6fa.png,excluded,cultural
,1F6B2,bicycle,Travel & Places,transport-ground,2821,1f6b2.png,candidate,
,1F6F4,kick scooter,Travel & Places,transport-ground,2822,1f6f4.png,excluded,appearance_variant
,1F6F9,skateboard,Travel & Places,transport-ground,2823,1f6f9.png,candidate,
,1F6FC,roller skate,Travel & Places,transport-ground,2824,1f6fc.png,candidate,
,1F68F,bus stop,Travel & Places,transport-ground,2825,1f68f.png,candidate,
,1F6E3 FE0F,motorway,Travel & Places,transport-ground,2826,1f6e3.png,candidate,
,1F6E4 FE0F,railway track,Travel & Places,transport-ground,2827,1f6e4.png,candidate,
,1F6E2 FE0F,oil drum,Travel & Places,transport-ground,2828,1f6e2.png,candidate,
,26FD,fuel pump,Travel & Places,transport-ground,2829,26fd.png,candidate,
,1F6DE,wheel,Travel & Places,transport-ground,2830,1f6de.png,candidate,
,1F6A8,police car light,Travel & Places,transport-ground,2831,1f6a8.png,candidate,
,1F6A5,horizontal traffic light,Travel & Places,transport-ground,2832,1f6a5.png,excluded,appearance_variant
,1F6A6,vertical traffic light,Travel & Places,transport-ground,2833,1f6a6.png,candidate,
,1F6D1,stop sign,Travel & Places,transport-ground,2834,1f6d1.png,candidate,
,1F6A7,construction,Travel & Places,transport-ground,2835,1f6a7.png,candidate,
,2693,anchor,Travel & Places,transport-water,2836,2693.png,candidate,
,1F6DF,ring buoy,Travel & Places,transport-water,2837,1f6df.png,candidate,
,26F5,sailboat,Travel & Places,transport-water,2838,26f5.png,candidate,
,1F6F6,canoe,Travel & Places,transport-water,2839,1f6f6.png,candidate,
,1F6A4,speedboat,Travel & Places,transport-water,2840,1f6a4.png,excluded,appearance_variant
,1F6F3 FE0F,passenger ship,Travel & Places,transport-water,2841,1f6f3.png,excluded,appearance_variant
,26F4 FE0F,ferry,Travel & Places,transport-water,2842,26f4.png,excluded,appearance_variant
,1F6E5 FE0F,motor boat,Travel & Places,transport-water,2843,1f6e5.png,candidate,
,1F6A2,ship,Travel & Places,transport-water,2844,1f6a2.png,candidate,
,2708 FE0F,airplane,Travel & Places,transport-air,2845,2708.png,candidate,
,1F6E9 FE0F,small airplane,Travel & Places,transport-air,2846,1f6e9.png,excluded,appearance_variant
,1F6EB,airplane departure,Travel & Places,transport-air,2847,1f6eb.png,excluded,appearance_variant
,1F6EC,airplane arrival,Travel & Places,transport-air,2848,1f6ec.png,excluded,appearance_variant
,1FA82,parachute,Travel & Places,transport-air,2849,1fa82.png,candidate,
,1F4BA,seat,Travel & Places,transport-air,2850,1f4ba.png,candidate,
,1F681,helicopter,Travel & Places,transport-air,2851,1f681.png,candidate,
,1F69F,suspension railway,Travel & Places,transport-air,2852,1f69f.png,excluded,appearance_variant
,1F6A0,mountain cableway,Travel & Places,transport-air,2853,1f6a0.png,excluded,appearance_variant
,1F6A1,aerial tramway,Travel & Places,transport-air,2854,1f6a1.png,excluded,appearance_variant
,1F6F0 FE0F,satellite,Travel & Places,transport-air,2855,1f6f0.png,candidate,
,1F680,rocket,Travel & Places,transport-air,2856,1f680.png,candidate,
,1F6F8,flying saucer,Travel & Places,transport-air,2857,1f6f8.png,candidate,
,1F6CE FE0F,bellhop bell,Travel & Places,hotel,2858,1f6ce.png,candidate,
,1F9F3,luggage,Travel & Places,hotel,2859,1f9f3.png,candidate,
,231B,hourglass done,Travel & Places,time,2860,231b.png,excluded,appearance_variant
,23F3,hourglass not done,Travel & Places,time,2861,23f3.png,candidate,
,231A,watch,Travel & Places,time,2862,231a.png,candidate,
,23F0,alarm clock,Travel & Places,time,2863,23f0.png,candidate,
,23F1 FE0F,stopwatch,Travel & Places,time,2864,23f1.png,excluded,appearance_variant
,23F2 FE0F,timer clock,Travel & Places,time,2865,23f2.png,excluded,appearance_variant
,1F570 FE0F,mantelpiece clock,Travel & Places,time,2866,1f570.png,excluded,appearance_variant
,1F55B,twelve o’clock,Travel & Places,time,2867,1f55b.png,candidate,
,1F567,twelve-thirty,Travel & Places,time,2868,1f567.png,excluded,sequence
,1F550,one o’clock,Travel & Places,time,2869,1f550.png,excluded,sequence
,1F55C,one-thirty,Travel & Places,time,2870,1f55c.png,excluded,sequence
,1F551,two o’clock,Travel & Places,time,2871,1f551.png,excluded,sequence
,1F55D,two-thirty,Travel & Places,time,2872,1f55d.png,excluded,sequence
,1F552,three o’clock,Travel & Places,time,2873,1f552.png,candidate,
,1F55E,three-thirty,Travel & Places,time,2874,1f55e.png,excluded,sequence
,1F553,four o’clock,Travel & Places,time,2875,1f553.png,excluded,sequence
,1F55F,four-thirty,Travel & Places,time,2876,1f55f.png,excluded,sequence
,1F554,five o’clock,Travel & Places,time,2877,1f554.png,excluded,sequence
,1F560,five-thirty,Travel & Places,time,2878,1f560.png,excluded,sequence
,1F555,six o’clock,Travel & Places,time,2879,1f555.png,candidate,
,1F561,six-thirty,Travel & Places,time,2880,1f561.png,excluded,sequence
,1F556,seven o’clock,Travel & Places,time,2881,1f556.png,excluded,sequence
,1F562,seven-thirty,Travel & Places,time,2882,1f562.png,excluded,sequence
,1F557,eight o’clock,Travel & Places,time,2883,1f557.png,excluded,sequence
,1F563,eight-thirty,Travel & Places,time,2884,1f563.png,excluded,sequence
,1F558,nine o’clock,Travel & Places,time,2885,1f558.png,candidate,
,1F564,nine-thirty,Travel & Places,time,2886,1f564.png,excluded,sequence
,1F559,ten o’clock,Travel & Places,time,2887,1f559.png,excluded,sequence
,1F565,ten-thirty,Travel & Places,time,2888,1f565.png,excluded,sequence
,1F55A,eleven o’clock,Travel & Places,time,2889,1f55a.png,excluded,sequence
,1F566,eleven-thirty,Travel & Places,time,2890,1f566.png,excluded,sequence
,1F311,new moon,Travel & Places,sky & weather,2891,1f311.png,candidate,
,1F312,waxing crescent moon,Travel & Places,sky & weather,2892,1f312.png,excluded,sequence
,1F313,first quarter moon,Travel & Places,sky & weather,2893,1f313.png,excluded,sequence
,1F314,waxing gibbous moon,Travel & Places,sky & weather,2894,1f314.png,excluded,sequence
,1F315,full moon,Travel & Places,sky & weather,2895,1f315.png,candidate,
,1F316,waning gibbous moon,Travel & Places,sky & weather,2896,1f316.png,excluded,sequence
,1F317,last quarter moon,Travel & Places,sky & weather,2897,1f317.png,excluded,sequence
,1F318,waning crescent moon,Travel & Places,sky & weather,2898,1f318.png,excluded,sequence
,1F319,crescent moon,Travel & Places,sky & weather,2899,1f319.png,candidate,
,1F31A,new moon face,Travel & Places,sky & weather,2900,1f31a.png,candidate,
,1F31B,first quarter moon face,Travel & Places,sky & weather,2901,1f31b.png,candidate,
,1F31C,last quarter moon face,Travel & Places,sky & weather,2902,1f31c.png,candidate,
,1F321 FE0F,thermometer,Travel & Places,sky & weather,2903,1f321.png,candidate,
,2600 FE0F,sun,Travel & Places,sky & weather,2904,2600.png,candidate,
,1F31D,full moon face,Travel & Places,sky & weather,2905,1f31d.png,candidate,
,1F31E,sun with face,Travel & Places,sky & weather,2906,1f31e.png,excluded,appearance_variant
,1FA90,ringed planet,Travel & Places,sky & weather,2907,1fa90.png,candidate,
,2B50,star,Travel & Places,sky & weather,2908,2b50.png,candidate,
,1F31F,glowing star,Travel & Places,sky & weather,2909,1f31f.png,candidate,
,1F320,shooting star,Travel & Places,sky & weather,2910,1f320.png,candidate,
,1F30C,milky way,Travel & Places,sky & weather,2911,1f30c.png,candidate,
,2601 FE0F,cloud,Travel & Places,sky & weather,2912,2601.png,candidate,
,26C5,sun behind cloud,Travel & Places,sky & weather,2913,26c5.png,candidate,
,26C8 FE0F,cloud with lightning and rain,Travel & Places,sky & weather,2914,26c8.png,excluded,appearance_variant
,1F324 FE0F,sun behind small cloud,Travel & Places,sky & weather,2915,1f324.png,excluded,appearance_variant
,1F325 FE0F,sun behind large cloud,Travel & Places,sky & weather,2916,1f325.png,excluded,appearance_variant
,1F326 FE0F,sun behind rain cloud,Travel & Places,sky & weather,2917,1f326.png,excluded,appearance_variant
,1F327 FE0F,cloud with rain,Travel & Places,sky & weather,2918,1f327.png,candidate,
,1F328 FE0F,cloud with snow,Travel & Places,sky & weather,2919,1f328.png,candidate,
,1F329 FE0F,cloud with lightning,Travel & Places,sky & weather,2920,1f329.png,candidate,
,1F32A FE0F,tornado,Travel & Places,sky & weather,2921,1f32a.png,candidate,
,1F32B FE0F,fog,Travel & Places,sky & weather,2922,1f32b.png,candidate,
,1F32C FE0F,wind face,Travel & Places,sky & weather,2923,1f32c.png,candidate,
,1F300,cyclone,Travel & Places,sky & weather,2924,1f300.png,candidate,
,1F308,rainbow,Travel & Places,sky & weather,2925,1f308.png,candidate,
,1F302,closed umbrella,Travel & Places,sky & weather,2926,1f302.png,excluded,appearance_variant
,2602 FE0F,umbrella,Travel & Places,sky & weather,2927,2602.png,candidate,
,2614,umbrella with rain drops,Travel & Places,sky & weather,2928,2614.png,excluded,appearance_variant
,26F1 FE0F,umbrella on ground,Travel & Places,sky & weather,2929,26f1.png,excluded,appearance_variant
,26A1,high voltage,Travel & Places,sky & weather,2930,26a1.png,candidate,
,2744 FE0F,snowflake,Travel & Places,sky & weather,2931,2744.png,candidate,
,2603 FE0F,snowman,Travel & Places,sky & weather,2932,2603.png,candidate,
,26C4,snowman without snow,Travel & Places,sky & weather,2933,26c4.png,excluded,appearance_variant
,2604 FE0F,comet,Travel & Places,sky & weather,2934,2604.png,candidate,
,1F525,fire,Travel & Places,sky & weather,2935,1f525.png,candidate,
,1F4A7,droplet,Travel & Places,sky & weather,2936,1f4a7.png,candidate,
,1F30A,water wave,Travel & Places,sky & weather,2937,1f30a.png,candidate,
,1F383,jack-o-lantern,Activities,event,2938,1f383.png,candidate,
,1F384,Christmas tree,Activities,event,2939,1f384.png,candidate,
,1F386,fireworks,Activities,event,2940,1f386.png,candidate,
,1F387,sparkler,Activities,event,2941,1f387.png,candidate,
,1F9E8,firecracker,Activities,event,2942,1f9e8.png,candidate,
,2728,sparkles,Activities,event,2943,2728.png,candidate,
,1F388,balloon,Activities,event,2944,1f388.png,candidate,
,1F389,party popper,Activities,event,2945,1f389.png,candidate,
,1F38A,confetti ball,Activities,event,2946,1f38a.png,candidate,
,1F38B,tanabata tree,Activities,event,2947,1f38b.png,excluded,cultural
,1F38D,pine decoration,Activities,event,2948,1f38d.png,excluded,cultural
,1F38E,Japanese dolls,Activities,event,2949,1f38e.png,excluded,cultural
,1F38F,carp streamer,Activities,event,2950,1f38f.png,excluded,cultural
,1F390,wind chime,Activities,event,2951,1f390.png,excluded,cultural
